ID,Customer_Years,Years_Education,Salary_Invested,Area,Children,CMV,Abandoned
2417,18.0,12,1.6114610963748892,3,1,-47.32,1
2418,40.0,16,3.0086482421507807,3,1,28.9,1
2419,27.0,16,2.736723038124907,4,1,429.76,0
2420,27.0,16,1.7909426382660687,4,0,-25.0,0
2421,33.0,16,2.505167678519803,4,1,79.01,1
2422,33.0,16,3.429983996342021,1,1,-25.66,1
2423,30.0,9,6.031138790035587,4,1,481.2,0
2424,29.0,12,1.4829036386908028,4,0,185.05,0
2425,35.0,16,1.1642062230297523,4,0,-19.55,0
2426,39.0,16,3.9436654366543666,1,1,295.07,0
2427,29.0,16,1.6371667561281087,1,1,3.56,0
2428,41.0,9,6.640931372549021,4,0,59.35,0
2429,32.0,12,1.7780639780198215,1,0,-65.34,0
2430,38.0,12,7.474114703618167,1,1,310.62,0
2431,27.0,16,2.172435653607202,4,1,43.79,0
2432,30.0,16,2.2282722856767756,1,1,90.36,1
2433,35.0,12,1.7639949109414756,1,1,-36.1,1
2434,28.0,12,1.9335557408951902,1,1,127.03,0
2435,33.0,16,2.092138900724329,4,1,488.43,1
2436,22.0,12,1.504799301919721,3,0,397.64,0
2437,24.0,16,2.245254677044927,1,1,40.68,0
2438,39.0,16,2.058634477173803,1,0,342.63,0
2439,27.0,12,5.788668822419832,4,1,505.43,0
2440,24.0,12,1.6795857988165679,4,0,-20.89,0
2441,41.0,12,3.6001597444089457,2,1,55.11,0
2442,30.0,16,2.638029315960912,1,1,232.4,1
2443,30.0,16,1.963302752293578,3,0,492.54,0
2444,20.0,9,8.889013873265842,1,1,397.85,0
2445,37.0,9,5.054977711738485,2,1,498.98,0
2446,25.0,16,1.8145029239766082,3,1,507.99,1
2447,40.0,20,1.6239423291026494,2,1,-40.67,0
2448,21.0,16,2.326287657920311,1,1,123.26,0
2449,25.0,16,1.522350295192578,3,0,514.78,1
2450,28.0,5,1.3994027622247105,4,0,457.75,0
2451,41.0,16,1.7701063249727371,4,0,153.81,0
2452,27.0,9,3.7712280701754386,3,1,606.24,0
2453,37.0,12,3.2575573876495305,1,1,276.39,0
2454,40.0,9,9.747111681643133,4,1,-94.57,0
2455,24.0,16,3.0194070332959226,4,1,166.92,0
2456,32.0,16,6.967598217901985,1,1,-14.22,0
2457,41.0,16,5.100138312586446,1,1,23.23,0
2458,25.0,12,3.4471297481860863,1,1,-21.22,0
2459,24.0,16,3.350182863113898,2,1,442.19,0
2460,26.0,16,10.79970599044469,1,1,125.03,0
2461,37.0,12,1.7731122088920255,1,1,-90.0,1
2462,31.0,12,4.507207806609003,4,1,-25.0,0
2463,40.0,12,3.5455904334828108,4,1,162.6,0
2464,29.0,16,3.508352872215709,1,1,342.72,0
2465,41.0,20,13.598139711465452,4,1,99.35,0
2466,37.0,12,2.35016490390083,4,1,186.71,1
2467,20.0,16,2.575026076590672,2,1,-82.79,0
2468,19.0,9,2.436009580339477,3,0,18.45,0
2469,39.0,9,1.9660290582209683,1,1,166.7,0
2470,23.0,12,1.6774667689161555,1,0,26.9,0
2471,39.0,16,1.3985037076271185,2,0,351.96,0
2472,36.0,16,3.118901873492859,4,1,286.28,0
2473,37.0,12,2.435059037238874,1,1,154.13,0
2474,28.0,16,2.5369602763385144,4,1,-20.22,0
2475,32.0,20,2.7041193181818177,1,0,-145.1,1
2476,25.0,9,3.112725616823978,1,1,593.33,0
2477,34.0,12,5.195966785290629,4,1,-43.78,0
2478,40.0,16,5.574710473313193,1,1,297.73,1
2479,22.0,16,1.4717866143937273,3,0,-21.0,0
2480,38.0,12,4.832905982905982,1,1,53.57,0
2481,32.0,12,1.604747881793759,4,1,521.44,0
2482,22.0,20,2.1655517191770968,1,1,-35.11,1
2483,22.0,16,1.3062094155844153,1,0,263.07,1
2484,22.0,16,1.3655423112689153,1,1,72.35,0
2485,26.0,16,5.782011404872992,4,1,377.63,0
2486,31.0,12,8.51825,2,1,-25.0,0
2487,25.0,16,2.5433031218529707,1,1,413.2,0
2488,40.0,16,3.0324403134681974,1,1,49.45,0
2489,23.0,16,3.9805207712184454,1,0,510.1,0
2490,22.0,9,8.238555078683834,1,1,33.01,0
2491,23.0,16,1.6988370829257688,4,1,24.23,0
2492,34.0,12,2.7104744580870093,4,1,-89.01,0
2493,35.0,12,2.6134798728813555,1,1,-106.1,1
2494,39.0,12,1.992969889905823,4,1,-71.89,1
2495,38.0,12,1.8684904996481349,4,1,413.86,0
2496,32.0,9,1.521654870239299,1,0,-70.12,0
2497,27.0,12,4.96978648424544,1,1,585.46,0
2498,24.0,16,1.8006151235549896,4,1,39.12,0
2499,24.0,16,2.583454457364341,1,1,367.29,0
2500,21.0,16,2.0582134059380266,3,1,421.86,0
2501,35.0,16,2.291059094397544,4,1,122.58,1
2502,40.0,12,1.4046992297942866,1,0,-21.11,0
2503,33.0,16,2.23359364296479,1,1,-28.89,0
2504,38.0,16,6.210276679841897,1,1,-73.23,0
2505,27.0,12,6.0083517563252276,4,1,608.78,0
2506,40.0,12,3.4892174984596425,4,1,-87.9,0
2507,37.0,12,1.954983185570162,3,1,-47.67,0
2508,28.0,16,1.410795220436753,1,0,325.29,0
2509,34.0,9,2.3526839931989314,1,1,18.23,0
2510,33.0,16,2.3523890784982937,4,1,418.64,0
2511,38.0,12,1.5087457761876364,1,1,12.12,0
2512,37.0,12,3.4940796555435956,4,1,370.08,0
2513,41.0,16,1.8604328523862375,4,1,216.82,0
2514,31.0,16,2.177260862889605,4,1,156.16,1
2515,37.0,12,2.1966625293063027,4,1,33.79,0
2516,20.0,20,3.7190715482172765,3,1,434.65,0
2517,41.0,12,1.7987687572143134,3,1,-58.89,1
2518,25.0,16,1.9479961832061066,2,1,-27.11,0
2519,41.0,12,3.405052974735127,3,1,213.6,0
2520,26.0,16,2.0402075226977954,4,1,137.24,0
2521,24.0,12,2.628726287262872,3,1,136.92,0
2522,27.0,12,2.7948214285714283,4,1,295.95,0
2523,28.0,16,2.5872442839951866,4,1,314.19,1
2524,19.0,12,3.1639148121560186,4,1,796.27,0
2525,33.0,20,3.535867843403485,4,1,-4.0,1
2526,34.0,16,6.305052790346907,1,1,510.66,0
2527,19.0,20,1.6237317099220332,1,1,456.21,0
2528,32.0,9,2.8173611111111114,1,1,106.36,0
2529,41.0,16,3.482427417594411,4,1,483.43,1
2530,25.0,12,3.3524926686217005,4,1,407.54,0
2531,37.0,9,11.812254516889238,3,1,1428.93,0
2532,29.0,12,2.884155455904335,1,1,182.25,0
2533,21.0,16,2.481603256614999,2,1,508.21,0
2534,23.0,9,2.558461674632678,1,1,-50.77,1
2535,24.0,16,1.9594885428535256,1,1,405.64,0
2536,28.0,12,1.4722439575725963,3,1,60.35,1
2537,25.0,12,3.1986502347417836,3,1,142.92,0
2538,36.0,16,2.998616700201207,3,1,388.41,0
2539,36.0,12,7.073617072007631,4,1,786.83,1
2540,20.0,20,1.618309704363117,4,1,500.44,1
2541,37.0,12,2.6922714158899246,1,1,64.24,0
2542,28.0,16,2.590284474445516,4,1,30.12,1
2543,28.0,9,1.602158762536121,1,0,-80.79,0
2544,26.0,12,2.624280057595392,1,1,341.76,1
2545,30.0,9,2.617204988807164,4,1,516.44,0
2546,39.0,12,19.536023054755045,4,1,174.26,0
2547,22.0,12,2.7757475083056473,3,1,37.34,0
2548,35.0,16,1.8388780804150455,1,1,-93.22,1
2549,38.0,16,3.4453681710213777,4,0,-41.0,1
2550,38.0,16,1.7628625166848684,3,1,461.1,1
2551,31.0,16,2.3173190984578884,1,1,-22.33,0
2552,40.0,16,4.120806566738044,2,1,635.56,0
2553,22.0,12,3.3019395134779748,4,1,14.45,0
2554,24.0,12,3.0068049490538566,1,1,71.24,0
2555,22.0,12,1.7364077169091097,1,1,159.48,0
2556,22.0,16,2.0380463401790414,4,1,252.72,0
2557,34.0,12,11.212166172106826,1,1,503.99,0
2558,30.0,16,2.088008369295148,4,0,483.88,0
2559,23.0,12,2.425425038639877,4,1,79.13,0
2560,32.0,12,3.3117165515477103,4,1,35.68,0
2561,20.0,16,5.141537625645206,4,1,347.85,0
2562,40.0,12,1.501767599139256,1,1,-44.44,0
2563,20.0,12,2.712259003273918,4,1,617.12,1
2564,28.0,12,2.395656779661017,4,1,506.87,0
2565,24.0,16,0.9859591162502581,4,0,-48.45,0
2566,27.0,16,1.2945124023105674,1,1,476.76,0
2567,23.0,16,2.1276725498636817,4,1,357.29,0
2568,26.0,16,1.6134924941219024,4,1,-70.34,0
2569,38.0,16,1.5634752925877766,1,1,419.21,1
2570,27.0,12,1.5799552350161652,4,0,229.05,0
2571,34.0,12,3.1781640412819128,4,1,560.99,0
2572,30.0,12,2.0239634929370762,1,0,-97.68,0
2573,35.0,12,2.0330360092500825,4,1,513.55,0
2574,36.0,20,3.5525565064735574,4,1,13.56,1
2575,19.0,16,2.955591513843941,1,1,402.63,0
2576,33.0,9,2.823744292237443,4,0,929.86,0
2577,20.0,16,2.3873072360616843,3,1,583.55,1
2578,27.0,9,2.6314148681055154,4,1,598.35,0
2579,29.0,16,1.6661176987263941,3,1,528.55,0
2580,30.0,9,7.360089463220677,4,0,267.95,0
2581,37.0,9,29.18684710351377,2,1,789.71,0
2582,31.0,16,2.702857963521471,1,1,165.69,0
2583,41.0,12,2.485615650172612,4,1,-184.03,0
2584,34.0,12,3.8910979989738324,4,1,672.23,0
2585,23.0,20,2.212623550470854,3,0,890.38,0
2586,23.0,16,1.9256987048398087,1,1,322.62,0
2587,36.0,16,4.551684088269455,4,1,122.79,0
2588,29.0,16,6.0403039312851,2,1,200.15,0
2589,22.0,9,2.3711412013819233,1,1,135.81,0
2590,38.0,16,7.865178571428571,4,1,-60.12,0
2591,36.0,16,8.593099515255203,1,1,995.74,0
2592,27.0,16,3.216973415132925,4,0,311.08,1
2593,32.0,12,4.721042197677711,2,1,78.14,0
2594,22.0,12,1.2532710280373833,4,0,391.64,1
2595,25.0,12,2.4048334048334046,3,1,15.34,0
2596,40.0,9,5.419801609582631,1,1,243.94,0
2597,23.0,16,3.3043364681295713,2,1,-6.44,0
2598,26.0,12,11.98663853727145,4,1,1032.21,0
2599,34.0,12,1.9271523178807946,3,1,-22.0,0
2600,20.0,20,1.4953083720506513,4,0,462.53,1
2601,33.0,12,2.1322693083837834,2,1,302.28,0
2602,41.0,16,1.7657420411985019,1,1,160.04,1
2603,28.0,12,8.438058298072402,4,1,117.25,0
2604,20.0,9,7.064493758668515,1,0,615.22,0
2605,20.0,16,1.0840794933391569,3,0,-48.55,0
2606,39.0,12,2.3784481587172173,4,1,69.12,0
2607,24.0,9,11.263839811542992,1,1,97.91,0
2608,37.0,9,2.4568179918067052,4,0,-25.0,0
2609,24.0,16,2.672813238770685,3,1,336.07,0
2610,30.0,16,2.100293854605851,3,1,3.45,0
2611,19.0,12,1.1764981273408237,3,0,8.56,0
2612,28.0,16,3.01423487544484,4,1,319.84,0
2613,20.0,12,1.4716069638136908,1,0,352.97,0
2614,24.0,16,1.3502821753151568,4,0,6.23,0
2615,37.0,16,1.598244192328471,1,0,156.48,1
2616,32.0,9,3.035011990407674,3,1,441.75,0
2617,32.0,9,2.3254371122391424,3,0,87.02,0
2618,40.0,12,2.7884824955728105,2,1,-65.23,0
2619,24.0,12,1.4726014928090294,2,0,282.39,0
2620,26.0,20,3.519541525742202,4,1,490.09,1
2621,20.0,12,2.307418465778594,1,1,8.68,0
2622,30.0,12,1.742503921025925,4,0,-112.46,0
2623,22.0,16,1.7030391483516483,4,1,-33.66,1
2624,35.0,16,3.0408690367669404,1,1,322.62,0
2625,21.0,20,2.293368517668655,1,1,-19.66,0
2626,39.0,16,1.711355589276682,4,1,-42.11,1
2627,41.0,16,2.0875987633115765,2,1,431.41,0
2628,30.0,12,3.0405982905982905,4,1,553.78,0
2629,31.0,20,1.7691149909692954,4,0,131.58,0
2630,25.0,16,2.37927486873847,1,1,45.45,1
2631,27.0,9,4.392978482446206,1,1,185.04,0
2632,41.0,12,1.7653611210923463,1,1,504.1,0
2633,33.0,12,2.1502017441103733,1,1,76.81,0
2634,28.0,16,1.2796507397526073,1,0,382.41,0
2635,39.0,20,3.7237332339791345,1,1,-19.0,0
2636,19.0,12,2.838729016786571,4,1,545.01,1
2637,35.0,12,4.573679727427598,1,1,-135.13,0
2638,37.0,16,2.0156028368794328,1,1,34.69,0
2639,24.0,16,2.131425485961123,1,1,-29.1,1
2640,22.0,16,2.8152223750573127,2,1,403.19,0
2641,39.0,12,7.303356392518576,1,0,-97.46,0
2642,24.0,12,1.8405220084052203,4,1,44.68,0
2643,29.0,12,2.517667536988686,3,1,-14.33,0
2644,36.0,9,1.298390240099782,4,0,306.62,0
2645,36.0,20,1.211046222664016,1,0,399.75,1
2646,24.0,9,1.4706121472979432,2,1,-16.22,0
2647,31.0,16,1.5198648904006045,4,1,-11.22,0
2648,24.0,16,2.340853814644137,4,1,-24.89,0
2649,23.0,16,2.4076747720364744,4,1,325.19,1
2650,23.0,16,2.7954365079365084,1,1,49.56,0
2651,40.0,16,2.132903388973191,1,1,3.67,0
2652,31.0,12,2.5198354512870647,1,1,511.77,0
2653,20.0,12,1.8833642165946056,3,1,625.56,0
2654,42.0,9,2.750771604938272,1,1,-25.0,0
2655,23.0,12,2.5218307738632944,4,1,555.21,0
2656,38.0,12,10.910256410256409,3,1,-70.34,0
2657,30.0,16,2.958529565672423,4,1,456.08,0
2658,32.0,12,1.4677481653147935,2,1,361.75,1
2659,36.0,12,2.6926558621696595,4,1,-93.9,0
2660,39.0,9,1.5357142857142858,3,1,62.81,0
2661,35.0,16,3.1091731266149867,1,1,-84.79,0
2662,34.0,16,3.7254160363086237,4,1,471.76,0
2663,31.0,12,1.6592292089249492,2,1,-4.44,0
2664,37.0,12,11.055369751021924,1,1,707.69,0
2665,27.0,16,4.289938006676204,4,1,173.69,0
2666,27.0,12,3.8967551622418877,1,1,92.69,0
2667,24.0,16,2.062392690703949,3,1,584.77,1
2668,21.0,12,2.077171809756594,4,1,550.12,0
2669,31.0,12,4.551543007222588,4,1,207.6,0
2670,28.0,16,1.4558564509026861,1,0,179.26,0
2671,38.0,12,2.252887936167679,4,1,129.59,1
2672,24.0,12,6.056944444444444,2,1,356.4,0
2673,33.0,16,2.809645351961311,3,1,389.97,0
2674,25.0,9,1.8795384182381085,4,0,556.54,0
2675,30.0,16,4.284789644012944,3,0,214.16,0
2676,34.0,16,1.726797281512159,4,1,-92.9,0
2677,33.0,16,1.3577338736913205,4,0,-54.56,0
2678,26.0,9,1.786988936988937,4,0,313.51,0
2679,37.0,16,1.2997948852230077,2,0,-25.22,1
2680,25.0,12,1.7633411319073085,3,0,-25.0,0
2681,18.0,12,4.545798677756451,4,1,449.87,0
2682,34.0,12,7.111182519280204,4,1,120.14,0
2683,21.0,9,1.1558048858120473,3,0,238.95,1
2684,33.0,16,2.1017801331702675,3,1,-38.67,0
2685,22.0,16,2.374363397404304,2,1,383.53,1
2686,27.0,16,1.6815516160802222,4,0,-25.0,0
2687,33.0,16,2.7457095709570956,3,1,477.65,0
2688,35.0,9,3.607967565661907,4,1,149.71,0
2689,27.0,12,2.2608220034380366,4,1,-25.0,0
2690,24.0,16,2.520157756354076,4,1,23.34,0
2691,40.0,16,2.8361958059951116,1,1,-29.0,0
2692,22.0,9,10.558723693143245,1,1,945.3,0
2693,30.0,16,3.0690642333154416,2,1,142.58,0
2694,35.0,12,1.5819914558001973,4,1,79.91,0
2695,28.0,16,2.313354786806114,1,0,577.99,1
2696,24.0,12,2.476329291044776,4,1,35.0,0
2697,38.0,12,2.03460524808067,4,1,88.57,0
2698,21.0,16,3.187014355327275,4,1,244.83,0
2699,42.0,16,1.5818186189651855,1,0,89.14,0
2700,33.0,12,1.8667032866428634,4,0,716.92,0
2701,27.0,16,1.452620434092112,4,1,471.64,0
2702,37.0,9,1.8171690964500455,3,0,74.13,0
2703,23.0,16,4.506926265270506,4,1,214.17,1
2704,31.0,9,2.806017418844022,2,1,302.62,0
2705,19.0,16,2.3421262989608316,4,1,348.19,1
2706,38.0,16,1.8970439033388675,4,0,356.96,0
2707,25.0,12,1.3321401298205422,4,1,347.97,1
2708,31.0,16,1.8294245078647453,3,0,-33.78,0
2709,20.0,16,2.4438894438894434,1,1,-74.23,0
2710,23.0,12,3.6248713197446985,4,1,294.72,0
2711,25.0,16,1.327482361039408,1,0,-33.33,0
2712,33.0,16,1.8712921065862242,4,0,-103.35,0
2713,33.0,16,1.9721451331072053,4,1,150.15,0
2714,37.0,20,1.3904401325130147,1,0,-39.67,0
2715,29.0,16,1.4862039287160793,4,1,-83.0,1
2716,32.0,12,4.469339622641509,1,1,96.58,0
2717,29.0,20,3.165294592413236,2,1,299.06,0
2718,22.0,12,2.0371376811594204,1,1,-25.78,0
2719,21.0,20,1.9605630990415335,4,1,-70.33,1
2720,23.0,12,1.7599478539911753,3,0,248.95,0
2721,33.0,12,1.2837480148226574,4,0,-223.25,1
2722,20.0,16,1.887519260400616,4,1,375.41,0
2723,38.0,12,6.745807590467785,3,1,157.02,0
2724,37.0,12,1.8179616761423454,4,0,-14.11,0
2725,21.0,16,12.837643678160921,4,1,203.04,0
2726,27.0,12,3.9549154664996866,3,1,-73.01,0
2727,32.0,12,1.9816059426954369,4,1,409.53,0
2728,31.0,12,1.9048995739500911,4,1,180.93,1
2729,35.0,5,1.5402343749999998,2,0,109.25,0
2730,35.0,16,1.7210183227625089,4,1,-27.33,1
2731,22.0,12,3.4938210578348983,1,1,-25.0,0
2732,37.0,12,1.7393434880151135,3,1,359.08,1
2733,40.0,16,1.88058748403576,3,1,-28.0,0
2734,27.0,12,20.505686789151355,1,0,532.34,0
2735,33.0,12,1.6057043326801654,4,1,-105.78,1
2736,36.0,16,1.5108891288696906,3,1,354.17,0
2737,38.0,20,3.4825657894736843,1,1,402.07,1
2738,33.0,16,1.786983204134367,3,1,278.39,1
2739,19.0,12,2.394656897784131,4,1,298.06,0
2740,34.0,12,2.8155306883689386,3,1,499.66,0
2741,30.0,12,2.0041384499623778,3,1,276.39,0
2742,20.0,9,1.624690594059406,4,1,-6.66,0
2743,38.0,16,2.2416164108187133,1,0,239.27,0
2744,34.0,16,2.500852079072937,4,1,-23.43,1
2745,25.0,16,3.4239868821738115,2,1,394.19,0
2746,32.0,16,6.616409537166899,2,1,865.6,0
2747,21.0,16,2.189569448852216,3,1,212.92,0
2748,27.0,16,1.4449742030587802,3,0,369.96,0
2749,26.0,16,4.372434830837493,3,1,-14.1,0
2750,28.0,12,1.885707108766642,3,1,389.19,0
2751,22.0,12,1.7890060535051748,4,1,-83.01,0
2752,22.0,16,3.618933493109646,3,1,568.0,0
2753,22.0,20,1.4522723433012334,3,0,221.27,0
2754,35.0,9,2.3111863450416137,1,1,-21.0,0
2755,20.0,12,4.855156183140779,2,0,596.11,0
2756,26.0,16,1.6325507781587971,4,0,-53.56,0
2757,29.0,9,3.723604826546003,3,1,141.03,0
2758,34.0,16,1.7701477136961008,3,1,354.74,1
2759,27.0,16,4.706387665198237,4,1,22.79,0
2760,31.0,12,6.33841684822077,4,1,117.8,0
2761,28.0,16,1.8203544575725028,4,0,622.67,0
2762,27.0,16,1.765996619582277,3,1,426.32,1
2763,37.0,16,2.0057780434349475,3,1,352.29,0
2764,36.0,16,4.626666666666666,1,1,-48.56,0
2765,38.0,16,2.6643990929705215,1,1,430.07,0
2766,35.0,16,2.552883754253985,3,1,74.59,1
2767,19.0,12,1.9707858828357443,1,0,463.65,0
2768,24.0,9,16.6030428769018,2,1,-286.38,1
2769,27.0,12,2.295168977469671,3,1,15.45,1
2770,30.0,16,8.60621988611476,4,1,-6.22,0
2771,30.0,5,3.8501923512106817,4,1,443.74,0
2772,25.0,16,4.282796543597801,4,1,371.74,0
2773,23.0,9,3.1067615658362984,1,1,803.93,0
2774,30.0,16,1.3719614769955422,4,0,19.12,0
2775,37.0,9,18.653051181102363,4,1,360.28,0
2776,41.0,16,1.8395177216505558,3,0,108.7,0
2777,25.0,12,3.5241648898365314,4,1,51.67,0
2778,31.0,16,1.6973538585370762,1,0,450.43,0
2779,37.0,12,3.571162096623764,4,1,10.23,1
2780,26.0,9,6.6394216797442605,4,1,-3.33,0
2781,20.0,12,2.0507544581618653,1,1,342.74,1
2782,24.0,12,2.22878425113062,1,1,-25.0,0
2783,25.0,20,1.6146258503401363,3,1,-21.0,0
2784,36.0,12,2.25756549232159,3,1,109.58,0
2785,37.0,12,4.367732927138868,4,1,1147.32,1
2786,23.0,9,11.11474516216953,1,1,1160.34,0
2787,21.0,16,1.9705750224618144,4,1,-93.32,1
2788,31.0,16,2.21064295631742,1,0,333.51,0
2789,39.0,16,1.791111111111111,4,1,43.35,0
2790,39.0,12,2.397196659850034,3,1,25.01,0
2791,22.0,16,3.460907567049808,1,1,371.75,1
2792,28.0,9,3.707680835197614,4,0,58.35,0
2793,29.0,9,2.0720469342491237,1,0,53.46,0
2794,30.0,12,1.9966912625907707,1,1,62.36,1
2795,20.0,12,3.47052460789616,1,1,339.63,0
2796,34.0,12,3.6957482054113746,1,1,260.95,0
2797,38.0,16,1.9243424765774917,1,1,-34.89,0
2798,24.0,12,19.36485788113695,2,1,-22.11,0
2799,20.0,20,1.104712436013249,4,0,351.43,1
2800,38.0,16,2.6943382486801384,1,1,432.77,1
2801,35.0,16,1.917717086834734,1,1,543.89,0
2802,28.0,16,1.5106076035302105,3,0,138.81,0
2803,25.0,12,3.430604174769868,1,1,329.18,0
2804,41.0,12,7.799942429476108,4,1,841.73,0
2805,35.0,12,2.380009197214558,3,1,471.75,0
2806,39.0,16,2.7617015222649024,1,1,623.79,0
2807,21.0,16,1.2563437819153114,4,0,-40.11,0
2808,39.0,12,1.867718930779972,4,0,341.18,0
2809,30.0,16,1.921808054841474,2,1,277.17,0
2810,22.0,12,1.4727050183598527,4,0,-223.37,0
2811,39.0,9,9.960134486071086,4,1,327.5,0
2812,38.0,16,4.707684319833852,2,0,-75.9,0
2813,22.0,16,1.9124299184505607,1,1,39.47,0
2814,21.0,12,4.479992449981125,4,1,645.9,0
2815,39.0,12,1.5908133865248226,4,1,332.09,1
2816,32.0,16,6.329677861549006,4,1,5.34,0
2817,38.0,9,23.607594936708864,2,1,-25.0,0
2818,20.0,16,1.5718587239583335,4,1,-35.0,1
2819,19.0,16,2.5673355899419725,3,1,518.43,1
2820,30.0,12,2.2815662650602406,1,1,348.76,1
2821,23.0,16,1.782739010144482,1,1,465.87,0
2822,23.0,12,5.241749808135072,4,1,287.06,0
2823,19.0,16,1.8774558774558772,1,0,580.99,0
2824,35.0,16,3.3429951690821254,1,1,128.25,0
2825,25.0,16,2.7892020089285716,4,1,43.69,0
2826,27.0,16,1.4031383666567192,3,1,266.61,0
2827,21.0,9,2.762070641607259,3,0,558.99,0
2828,20.0,20,2.026937819420784,2,1,317.98,1
2829,26.0,16,3.3331776864649476,2,1,606.67,1
2830,41.0,16,1.2846130126426147,2,0,357.95,0
2831,25.0,12,6.210155732273028,3,0,380.41,0
2832,40.0,20,1.237536028667134,1,0,40.23,0
2833,29.0,12,2.1872055359246168,1,1,417.54,1
2834,31.0,16,13.189726463104329,4,0,229.37,0
2835,23.0,12,1.8981852148385374,4,1,408.98,1
2836,31.0,16,1.5827885226550442,1,0,368.97,0
2837,31.0,12,3.3353037766830873,1,1,152.81,0
2838,28.0,16,2.7195287720888084,1,1,375.63,0
2839,38.0,16,1.4776954008544858,1,0,95.24,0
2840,26.0,12,1.2439646590343454,4,0,304.19,1
2841,20.0,9,1.576724056825666,3,0,307.85,0
2842,35.0,16,2.5211133233781315,3,1,-22.0,0
2843,36.0,16,2.6729088639201,1,1,-47.67,0
2844,36.0,16,7.093333333333332,4,1,613.0,0
2845,39.0,9,8.305774278215223,1,1,406.64,0
2846,23.0,9,4.5390568754499645,2,1,438.88,0
2847,39.0,12,2.202797445508816,1,1,18.34,1
2848,39.0,16,1.5834056085573867,2,0,-79.01,0
2849,20.0,9,2.414358974358975,2,1,441.31,0
2850,39.0,12,5.775453277545328,1,1,-28.9,0
2851,37.0,9,2.4953703703703702,2,1,-8.44,0
2852,40.0,16,1.9096736596736597,3,0,247.83,0
2853,31.0,16,2.024908424908425,1,1,-25.0,0
2854,27.0,12,7.727878787878789,4,1,574.22,0
2855,22.0,16,5.983941983941983,3,1,414.29,0
2856,32.0,9,3.240822912464704,3,1,868.51,0
2857,29.0,16,1.6706443914081146,3,0,387.41,0
2858,25.0,12,3.0884018264840183,4,1,313.74,0
2859,36.0,16,2.5671359370269453,4,1,97.46,1
2860,18.0,16,4.063108484005563,4,1,-17.11,0
2861,20.0,12,1.532988289418653,3,1,283.73,1
2862,22.0,20,1.4156173743289406,4,0,-34.66,0
2863,31.0,16,1.8062584345479078,4,1,32.23,0
2864,34.0,12,1.7384245488796353,1,0,283.5,0
2865,40.0,16,1.691844841687113,3,0,427.66,1
2866,39.0,12,3.8692628650904024,4,1,222.27,0
2867,31.0,16,1.7204701834862386,1,0,-12.11,0
2868,34.0,16,6.1205948916909145,1,1,-112.68,0
2869,34.0,16,2.340485622065728,4,1,-24.11,1
2870,25.0,16,2.7674607032895806,2,1,-63.78,1
2871,37.0,16,1.542570281124498,4,1,434.42,0
2872,21.0,12,2.680415734526472,4,1,305.42,1
2873,33.0,16,9.027397260273972,4,0,331.29,0
2874,34.0,12,7.583485124468731,4,1,74.13,0
2875,30.0,9,9.388005578800557,1,1,126.25,0
2876,42.0,12,7.740202553940994,2,1,74.9,0
2877,21.0,12,1.8070972627934654,3,0,38.68,0
2878,38.0,16,1.5748290256683541,4,1,-24.89,0
2879,26.0,9,5.56883344276647,2,1,60.46,0
2880,40.0,16,1.9759264524689604,2,0,556.43,0
2881,20.0,12,2.3375728669846314,3,0,-141.91,0
2882,34.0,16,1.5830631692700659,4,1,529.44,1
2883,37.0,9,12.546840958605666,4,1,718.49,0
2884,33.0,12,2.334324975208953,4,1,439.31,0
2885,29.0,16,1.511757882526627,3,1,-30.31,1
2886,40.0,16,6.087677725118484,1,1,547.44,0
2887,24.0,9,10.015765765765765,1,1,-228.48,0
2888,27.0,12,3.9864566929133862,4,0,1191.34,0
2889,40.0,16,1.7940599357830898,3,1,-21.44,0
2890,28.0,16,1.5190722637531149,1,0,237.05,0
2891,35.0,16,1.3659409911200229,2,1,-71.44,1
2892,31.0,16,3.7230081906180192,1,1,-63.67,1
2893,24.0,16,1.868498297522602,3,1,439.98,1
2894,32.0,12,3.9156572454015257,1,1,-278.38,0
2895,33.0,12,1.5743727598566306,1,0,356.96,0
2896,24.0,12,1.6880268199233717,4,0,384.09,0
2897,37.0,20,1.9109086307263983,4,1,536.55,1
2898,39.0,16,2.829756097560975,3,1,-36.67,1
2899,32.0,16,2.3244584837545124,4,1,-3.99,0
2900,29.0,16,1.3194195857836872,3,0,206.6,0
2901,31.0,16,1.8445380559376432,1,1,-20.33,1
2902,36.0,16,3.0891632373113853,3,1,493.65,0
2903,20.0,16,3.082488262910798,4,1,439.2,0
2904,42.0,12,1.8276853563360032,4,0,-34.78,0
2905,31.0,16,3.1875910636231177,1,1,306.95,0
2906,40.0,16,1.3452765804597702,4,1,361.63,0
2907,31.0,9,3.863309123343527,4,1,871.38,0
2908,28.0,9,3.0545308740978347,2,1,-79.01,0
2909,20.0,16,4.466346153846154,4,0,-29.89,0
2910,36.0,9,2.179841984463277,3,0,-150.47,0
2911,24.0,16,1.459439915855903,4,0,300.95,0
2912,33.0,12,2.102680829539706,4,1,428.64,0
2913,42.0,12,3.955469087764808,4,1,308.06,0
2914,39.0,16,1.4694544828773017,4,0,84.68,0
2915,37.0,16,1.6392736226531237,1,1,340.74,1
2916,18.0,16,2.782133433848473,4,1,-34.0,1
2917,33.0,16,2.278231939163498,1,1,77.45,0
2918,37.0,16,1.2142797108757775,4,0,234.07,1
